id,sexo,edad,anios_educacion,nivel_educativo,departamento,ingreso_laboral,horas_semana
6442,hombre,27,11,media,Caqueta,2000000,60
6443,mujer,35,16,superior,Caqueta,780000,48
6444,hombre,27,16,superior,Caqueta,1000000,48
6445,hombre,22,14,superior,Caqueta,800000,48
6446,hombre,19,11,media,Caqueta,800000,48
6447,mujer,50,16,superior,Caqueta,1411000,40
6448,mujer,25,18,superior,Caqueta,2000000,40
6449,hombre,54,6,secundaria,Caqueta,700000,48
6450,hombre,54,6,secundaria,Caqueta,500000,30
6451,mujer,60,18,superior,Caqueta,3600000,48
6452,hombre,60,11,media,Caqueta,400000,40
6453,hombre,44,11,media,Caqueta,2500000,60
6454,hombre,55,9,secundaria,Cauca,781242,48
6455,mujer,33,11,media,Cauca,781242,54
6456,mujer,26,13,superior,Cauca,320000,30
6457,hombre,35,11,media,Cauca,1000000,70
6458,hombre,35,11,media,Cauca,150000,48
6459,hombre,25,11,media,Cauca,100000,40
6460,mujer,41,5,primaria,Cauca,200000,10
6461,hombre,53,3,primaria,Cauca,400000,48
6462,mujer,65,3,primaria,Cauca,320000,49
6463,mujer,34,13,superior,Cauca,447612,24
6464,hombre,39,11,media,Cauca,1000000,48
6465,mujer,51,11,media,Cauca,828116,44
6466,hombre,51,11,media,Cauca,900000,44
6467,hombre,26,11,media,Cauca,480000,32
6468,hombre,47,11,media,Cauca,450000,21
6469,hombre,33,5,primaria,Cauca,720000,48
6470,hombre,37,10,media,Cauca,400000,48
6471,hombre,21,15,superior,Cauca,1300000,48
6472,hombre,45,7,secundaria,Cauca,828116,50
6473,mujer,58,13,superior,Cauca,1400000,48
6474,hombre,54,13,superior,Cauca,1200000,40
6475,mujer,37,17,superior,Cauca,3200000,40
6476,hombre,39,13,superior,Cauca,782000,56
6477,mujer,53,17,superior,Cauca,3860000,30
6478,hombre,57,17,superior,Cauca,2000000,48
6479,mujer,56,9,secundaria,Cauca,1000000,54
6480,hombre,59,12,superior,Cauca,1300000,30
6481,mujer,56,7,secundaria,Cauca,782000,48
6482,hombre,38,5,primaria,Cauca,780000,60
6483,mujer,29,7,secundaria,Cauca,500000,36
6484,mujer,56,15,superior,Cauca,600000,48
6485,hombre,37,6,secundaria,Cauca,350000,30
6486,hombre,51,4,primaria,Cauca,700000,48
6487,hombre,46,7,secundaria,Cauca,700000,60
6488,mujer,40,11,media,Cauca,781242,48
6489,hombre,38,7,secundaria,Cauca,450000,54
6490,mujer,35,11,media,Cauca,100000,16
6491,mujer,38,5,primaria,Cauca,780000,48
6492,hombre,39,14,superior,Cauca,3800000,70
6493,mujer,39,16,superior,Cauca,2000000,40
6494,hombre,26,19,superior,Cauca,1000000,20
6495,hombre,41,11,media,Cauca,600000,52
6496,hombre,48,22,superior,Cauca,3000000,40
6497,mujer,35,17,superior,Cauca,3000000,50
6498,hombre,42,16,superior,Cauca,3500000,40
6499,mujer,62,18,superior,Cauca,2000000,30
6500,mujer,39,19,superior,Cauca,7600000,30
6501,hombre,39,13,superior,Cauca,2800000,48
6502,hombre,57,11,media,Cauca,782000,40
6503,mujer,57,11,media,Cauca,1600000,48
6504,hombre,46,16,superior,Cauca,3500000,55
6505,mujer,49,11,media,Cauca,900000,40
6506,mujer,45,16,superior,Cauca,3600000,40
6507,hombre,60,16,superior,Cauca,1000000,48
6508,hombre,60,17,superior,Cauca,3700000,40
6509,mujer,59,17,superior,Cauca,3700000,40
6510,hombre,28,16,superior,Cauca,781000,36
6511,mujer,24,16,superior,Cauca,388000,20
6512,mujer,32,16,superior,Cauca,900000,60
6513,mujer,37,6,secundaria,Cauca,180000,12
6514,mujer,51,0,ninguno,Cauca,220000,18
6515,hombre,32,15,superior,Cauca,1168000,40
6516,hombre,21,11,media,Cauca,30000,14
6517,hombre,44,16,superior,Cauca,5000000,72
6518,mujer,33,11,media,Cauca,400000,63
6519,hombre,51,11,media,Cauca,781212,48
6520,mujer,36,5,primaria,Cauca,790000,45
6521,hombre,61,18,superior,Cauca,3700000,30
6522,mujer,61,17,superior,Cauca,3700000,30
6523,hombre,38,16,superior,Cesar,1800000,48
6524,mujer,45,11,media,Cesar,300000,20
6525,hombre,55,13,superior,Cesar,400000,40
6526,mujer,51,9,secundaria,Cesar,240000,24
6527,hombre,32,10,media,Cesar,600000,48
6528,mujer,38,8,secundaria,Cesar,1100000,48
6529,hombre,32,9,secundaria,Cesar,900000,60
6530,mujer,48,5,primaria,Cesar,120000,63
6531,hombre,43,5,primaria,Cesar,781242,72
6532,mujer,37,7,secundaria,Cesar,120000,14
6533,mujer,38,6,secundaria,Cesar,150000,36
6534,hombre,36,8,secundaria,Cesar,780000,84
6535,mujer,33,11,superior,Cesar,370000,42
6536,mujer,48,11,media,Cesar,180000,12
6537,mujer,50,4,primaria,Cesar,100000,20
6538,hombre,33,5,primaria,Cesar,800000,48
6539,hombre,24,11,media,Cesar,600000,48
6540,hombre,32,7,secundaria,Cesar,1200000,48
6541,mujer,30,10,media,Cesar,580000,42
6542,hombre,42,0,ninguno,Cesar,781242,48
6543,hombre,22,11,media,Cesar,828200,48
6544,mujer,21,10,media,Cesar,50000,21
6545,hombre,28,11,media,Cesar,828200,48
6546,mujer,61,8,secundaria,Cesar,400000,40
6547,mujer,38,8,secundaria,Cesar,580000,64
6548,hombre,37,11,media,Cesar,750000,50
6549,hombre,60,11,media,Cesar,800000,48
6550,mujer,49,4,primaria,Cesar,500000,60
6551,hombre,28,3,primaria,Cesar,600000,52
6552,hombre,51,11,media,Cesar,1500000,48
6553,mujer,26,16,superior,Cesar,150000,20
6554,mujer,52,16,superior,Cesar,600000,48
6555,mujer,23,11,media,Cesar,900000,48
6556,hombre,65,8,secundaria,Cesar,400000,24
6557,hombre,35,19,superior,Cesar,2000000,48
6558,mujer,36,16,superior,Cesar,1600000,48
6559,hombre,39,11,media,Cesar,800000,60
6560,mujer,39,0,ninguno,Cesar,500000,48
6561,hombre,60,5,primaria,Cesar,700000,60
6562,mujer,27,16,superior,Cesar,1200000,48
6563,mujer,26,11,media,Cesar,900000,48
6564,hombre,30,8,secundaria,Cesar,800000,48
6565,mujer,24,16,superior,Cesar,1500000,48
6566,mujer,24,11,media,Cesar,200000,20
6567,hombre,62,5,primaria,Cesar,1000000,48
6568,mujer,61,5,primaria,Cesar,100000,14
6569,mujer,40,16,superior,Cesar,860000,48
6570,hombre,61,16,superior,Cesar,3000000,40
6571,hombre,50,16,superior,Cesar,2138000,40
6572,mujer,48,5,primaria,Cesar,1000000,35
6573,hombre,32,11,media,Cesar,860000,48
6574,mujer,24,11,media,Cesar,1500000,48
6575,hombre,62,11,media,Cesar,1500000,70
6576,hombre,27,16,superior,Cesar,1500000,48
6577,mujer,28,16,superior,Cesar,2200000,48
6578,mujer,42,11,media,Cesar,840000,48
6579,hombre,59,16,superior,Cesar,2000000,10
6580,mujer,56,16,superior,Cesar,1150000,56
6581,hombre,35,16,superior,Cesar,1000000,15
6582,mujer,50,18,superior,Cesar,3000000,48
6583,mujer,29,16,superior,Cesar,400000,30
6584,hombre,30,14,superior,Cesar,950000,40
6585,hombre,42,11,media,Cesar,800000,40
6586,mujer,29,7,secundaria,Cesar,900000,48
6587,hombre,41,13,superior,Cesar,850000,52
6588,mujer,23,13,superior,Cesar,1000000,21
6589,mujer,25,15,superior,Cesar,828200,40
6590,mujer,20,13,superior,Cesar,300000,28
6591,mujer,62,17,superior,Cesar,3000000,40
6592,mujer,34,13,superior,Cesar,855000,60
6593,hombre,31,11,media,Cesar,800000,40
6594,mujer,25,13,superior,Cesar,900000,56
6595,mujer,48,11,media,Cesar,850000,60
6596,hombre,49,11,media,Cesar,860000,48
6597,mujer,62,13,superior,Cesar,100000,49
6598,mujer,59,3,primaria,Cesar,500000,40
6599,hombre,22,11,media,Cesar,840000,72
6600,hombre,42,7,secundaria,Cesar,1200000,48
6601,hombre,22,11,media,Cesar,781242,72
6602,mujer,27,11,media,Cesar,1000000,61
6603,hombre,25,16,superior,Cesar,800000,48
6604,mujer,44,11,media,Cesar,750000,55
6605,hombre,47,0,ninguno,Cesar,760000,48
6606,hombre,44,16,superior,Cordoba,850000,40
6607,hombre,49,2,primaria,Cordoba,1100000,48
6608,mujer,45,5,primaria,Cordoba,600000,24
6609,mujer,39,11,media,Cordoba,781242,48
6610,hombre,45,14,superior,Cordoba,1000000,48
6611,hombre,32,7,secundaria,Cordoba,781242,48
6612,hombre,41,11,media,Cordoba,600000,50
6613,hombre,39,11,media,Cordoba,900000,60
6614,mujer,36,11,media,Cordoba,660000,54
6615,mujer,19,11,media,Cordoba,400000,56
6616,hombre,21,11,media,Cordoba,781242,48
6617,hombre,31,5,primaria,Cordoba,150000,48
6618,mujer,28,7,secundaria,Cordoba,370000,48
6619,hombre,23,11,media,Cordoba,300000,48
6620,hombre,43,5,primaria,Cordoba,600000,48
6621,hombre,28,11,media,Cordoba,300000,48
6622,hombre,28,16,superior,Cordoba,1000000,48
6623,hombre,24,11,media,Cordoba,781242,48
6624,mujer,35,11,media,Cordoba,750000,48
6625,hombre,35,11,media,Cordoba,400000,48
6626,hombre,30,16,superior,Cordoba,600000,48
6627,mujer,30,16,superior,Cordoba,500000,48
6628,hombre,35,11,media,Cordoba,1500000,48
6629,hombre,56,18,superior,Cordoba,1600000,30
6630,hombre,28,16,superior,Cordoba,1400000,40
6631,mujer,39,13,superior,Cordoba,781242,46
6632,mujer,47,11,media,Cordoba,600000,35
6633,hombre,28,15,superior,Cordoba,800000,30
6634,mujer,40,11,media,Cordoba,800000,48
6635,mujer,64,5,primaria,Cordoba,240000,30
6636,hombre,56,11,media,Cordoba,1300000,48
6637,mujer,57,16,superior,Cordoba,1000000,48
6638,mujer,44,13,superior,Cordoba,1400000,48
6639,mujer,40,16,superior,Cordoba,1600000,48
6640,hombre,45,11,media,Cordoba,600000,40
6641,hombre,38,11,media,Cordoba,800000,50
6642,mujer,34,16,superior,Cordoba,2500000,48
6643,hombre,61,11,media,Cordoba,300000,50
6644,mujer,60,11,media,Cordoba,200000,30
6645,hombre,54,18,superior,Cordoba,3200000,48
6646,mujer,53,16,superior,Cordoba,3500000,30
6647,mujer,29,16,superior,Cordoba,1500000,48
6648,mujer,31,4,primaria,Cordoba,420000,56
6649,hombre,34,11,media,Cordoba,781242,48
6650,mujer,33,11,media,Cordoba,360000,48
6651,hombre,52,3,primaria,Cordoba,200000,48
6652,mujer,45,11,media,Cordoba,100000,48
6653,hombre,54,5,primaria,Cordoba,800000,48
6654,hombre,30,0,ninguno,Cordoba,600000,40
6655,mujer,28,3,primaria,Cordoba,400000,44
6656,hombre,43,11,media,Cordoba,1000000,45
6657,mujer,27,14,superior,Cordoba,300000,40
6658,hombre,28,11,media,Cordoba,781242,48
6659,mujer,25,11,media,Cordoba,700000,52
6660,hombre,59,11,media,Cordoba,900000,64
6661,mujer,44,11,media,Cordoba,300000,26
6662,hombre,59,8,secundaria,Cordoba,450000,56
6663,hombre,31,14,superior,Cordoba,1903486,48
6664,hombre,38,13,superior,Cordoba,1600000,48
6665,hombre,23,13,superior,Cordoba,781242,48
6666,hombre,52,2,primaria,Cordoba,800000,44
6667,hombre,26,11,media,Cordoba,800000,48
6668,hombre,40,18,superior,Cordoba,3000000,48
6669,mujer,39,16,superior,Cordoba,1200000,48
6670,hombre,61,11,media,Cordoba,1200000,48
6671,hombre,46,11,media,Cordoba,1500000,48
6672,hombre,25,7,secundaria,Cordoba,750000,56
6673,hombre,35,11,media,Cordoba,1008000,48
6674,mujer,31,11,media,Cordoba,781242,48
6675,hombre,21,11,superior,Choco,300000,63
6676,hombre,23,11,media,Choco,781242,48
6677,hombre,37,12,superior,Choco,1400000,30
6678,mujer,41,13,superior,Choco,600000,66
6679,mujer,53,12,superior,Choco,600000,60
6680,mujer,59,11,media,Choco,782300,65
6681,mujer,28,16,superior,Choco,1500000,40
6682,hombre,37,18,superior,Choco,2000000,48
6683,mujer,39,16,superior,Choco,1300000,48
6684,mujer,51,14,superior,Choco,782300,30
6685,mujer,38,18,superior,Choco,1200000,45
6686,hombre,42,11,media,Choco,1200000,60
6687,mujer,34,16,superior,Choco,828116,40
6688,mujer,40,13,superior,Choco,800000,56
6689,mujer,55,16,superior,Choco,3600000,30
6690,hombre,33,10,media,Choco,1012000,80
6691,mujer,18,0,ninguno,Choco,650000,48
6692,mujer,59,17,superior,Choco,3000000,30
6693,mujer,29,11,media,Choco,900000,54
6694,hombre,25,5,primaria,Choco,200000,70
6695,mujer,41,11,media,Choco,800000,48
6696,hombre,28,8,secundaria,Choco,800000,66
6697,hombre,50,11,media,Choco,450000,48
6698,hombre,45,3,primaria,Choco,150000,98
6699,hombre,24,13,superior,Choco,600000,48
6700,mujer,39,5,primaria,Choco,150000,28
6701,hombre,56,11,media,Choco,800000,61
6702,mujer,55,16,superior,Choco,2800000,30
6703,mujer,30,16,superior,Choco,800000,30
6704,hombre,48,14,superior,Choco,1500000,60
6705,mujer,47,12,superior,Choco,500000,30
6706,mujer,29,16,superior,Choco,781242,40
6707,mujer,29,16,superior,Huila,1800000,48
6708,mujer,64,5,primaria,Huila,900000,45
6709,mujer,61,0,ninguno,Huila,200000,40
6710,mujer,30,9,secundaria,Huila,781000,48
6711,hombre,45,5,primaria,Huila,1000000,48
6712,mujer,30,11,media,Huila,781242,48
6713,hombre,49,5,primaria,Huila,600000,84
6714,hombre,48,5,primaria,Huila,200000,40
6715,hombre,35,6,secundaria,Huila,300000,48
6716,mujer,23,11,media,Huila,920000,48
6717,hombre,25,9,secundaria,Huila,950000,60
6718,hombre,38,8,secundaria,Huila,900000,48
6719,mujer,22,6,secundaria,Huila,400000,48
6720,mujer,60,1,primaria,Huila,200000,25
6721,hombre,29,3,primaria,Huila,360000,72
6722,mujer,34,11,media,Huila,900000,50
6723,mujer,40,13,superior,Huila,950000,48
6724,hombre,42,11,media,Huila,1200000,50
6725,mujer,48,4,primaria,Huila,180000,20
6726,mujer,24,11,media,Huila,300000,20
6727,hombre,54,5,primaria,Huila,781000,60
6728,mujer,39,12,superior,Huila,400000,24
6729,hombre,51,11,media,Huila,1200000,48
6730,mujer,51,11,media,Huila,950000,48
6731,mujer,22,13,superior,Huila,1470000,48
6732,hombre,58,0,ninguno,Huila,700000,30
6733,mujer,40,7,secundaria,Huila,150000,28
6734,mujer,35,9,secundaria,Huila,960000,65
6735,mujer,60,5,primaria,Huila,100000,12
6736,mujer,34,12,superior,Huila,60000,84
6737,hombre,23,17,superior,Huila,60000,12
6738,mujer,23,15,superior,Huila,100000,25
6739,mujer,50,13,superior,Huila,900000,48
6740,hombre,23,14,superior,Huila,828116,48
6741,mujer,61,5,primaria,Huila,500000,48
6742,hombre,22,5,primaria,Huila,1000000,48
6743,hombre,29,11,media,Huila,1700000,48
6744,mujer,28,13,superior,Huila,1830000,56
6745,hombre,35,11,media,Huila,828000,48
6746,hombre,50,11,media,Huila,800000,48
6747,mujer,48,14,superior,Huila,600000,14
6748,hombre,22,14,superior,Huila,1100000,56
6749,hombre,46,11,media,Huila,1000000,48
6750,mujer,41,16,superior,Huila,2200000,45
6751,hombre,59,16,superior,Huila,3000000,40
6752,hombre,36,0,ninguno,Huila,150000,60
6753,hombre,41,1,primaria,Huila,300000,84
6754,hombre,59,17,superior,Huila,5500000,40
6755,mujer,63,11,media,Huila,1500000,20
6756,mujer,28,15,superior,Huila,781000,48
6757,hombre,57,11,media,Huila,800000,48
6758,hombre,42,23,superior,Huila,8000000,54
6759,hombre,52,16,superior,Huila,6000000,55
6760,mujer,41,13,superior,Huila,800000,48
6761,hombre,32,9,secundaria,Huila,800000,48
6762,hombre,22,12,superior,Huila,800000,20
6763,hombre,61,18,superior,Huila,3700000,22
6764,mujer,57,16,superior,Huila,5000000,40
6765,mujer,54,5,primaria,Huila,600000,60
6766,hombre,40,15,superior,Huila,1500000,48
6767,hombre,56,7,secundaria,Huila,816000,90
6768,mujer,52,11,media,Huila,510000,15
6769,mujer,33,18,superior,Huila,2192000,44
6770,mujer,51,16,superior,Huila,3100000,48
6771,mujer,47,16,superior,Huila,2400000,30
6772,mujer,58,16,superior,Huila,2500000,40
6773,hombre,30,15,superior,Huila,1800000,45
6774,mujer,30,12,superior,Huila,1000000,48
6775,hombre,49,18,superior,Huila,5000000,40
6776,hombre,39,5,primaria,Huila,1200000,45
6777,mujer,40,9,secundaria,Huila,200000,40
6778,mujer,25,13,superior,Huila,1600000,48
6779,mujer,57,3,primaria,Huila,360000,30
6780,hombre,34,3,primaria,Huila,490000,60
6781,hombre,25,7,secundaria,Huila,550000,70
6782,mujer,60,16,superior,Huila,3000000,40
6783,hombre,58,25,superior,Huila,5000000,48
6784,mujer,51,16,superior,Huila,781800,48
6785,hombre,38,16,superior,Huila,2000000,44
6786,hombre,45,4,primaria,Huila,400000,60
6787,hombre,24,9,secundaria,Huila,700000,48
6788,mujer,26,5,primaria,Huila,500000,48
6789,hombre,48,2,primaria,Huila,900000,48
6790,mujer,46,9,secundaria,Huila,700000,48
6791,hombre,45,11,media,Huila,800000,48
6792,mujer,35,11,media,Huila,400000,40
6793,mujer,35,11,media,Huila,1200000,56
6794,hombre,38,13,superior,Huila,1200000,56
6795,hombre,43,13,superior,Huila,800000,48
6796,mujer,32,11,media,Huila,781242,48
6797,hombre,51,16,superior,Huila,3400000,48
6798,mujer,47,16,superior,Huila,900000,48
6799,hombre,24,12,superior,Huila,950000,50
6800,hombre,21,12,superior,Huila,781000,70
6801,hombre,50,3,primaria,Huila,300000,47
6802,mujer,46,3,primaria,Huila,525000,48
6803,mujer,40,9,secundaria,Huila,850000,48
6804,mujer,30,9,secundaria,Huila,900000,50
6805,hombre,40,8,secundaria,Huila,1000000,60
6806,hombre,40,14,superior,Huila,800000,55
6807,hombre,49,17,superior,Huila,2800000,60
6808,mujer,51,11,media,Huila,1900000,60
6809,mujer,29,11,media,Huila,920000,48
6810,hombre,48,8,secundaria,Huila,1650000,84
6811,mujer,29,11,media,Huila,400000,50
6812,hombre,24,5,primaria,La Guajira,900000,72
6813,hombre,34,5,primaria,La Guajira,800000,82
6814,mujer,30,1,primaria,La Guajira,150000,28
6815,mujer,46,5,primaria,La Guajira,650000,45
6816,hombre,18,7,secundaria,La Guajira,300000,50
6817,hombre,26,5,primaria,La Guajira,200000,50
6818,hombre,26,8,secundaria,La Guajira,400000,72
6819,hombre,44,4,primaria,La Guajira,30000,20
6820,hombre,49,9,secundaria,La Guajira,600000,48
6821,hombre,22,7,secundaria,La Guajira,400000,35
6822,mujer,49,0,ninguno,La Guajira,60000,6
6823,hombre,22,7,secundaria,La Guajira,350000,50
6824,hombre,25,11,media,La Guajira,500000,60
6825,mujer,34,8,secundaria,La Guajira,660000,16
6826,hombre,41,11,media,La Guajira,800000,72
6827,mujer,19,9,secundaria,La Guajira,420000,48
6828,mujer,31,11,media,La Guajira,550000,70
6829,hombre,39,11,media,La Guajira,600000,70
6830,mujer,56,11,media,La Guajira,500000,24
6831,hombre,29,13,superior,La Guajira,781242,56
6832,hombre,33,11,media,La Guajira,1000000,48
6833,hombre,48,7,secundaria,La Guajira,1400000,70
6834,hombre,25,11,media,La Guajira,400000,21
6835,hombre,64,11,media,La Guajira,600000,70
6836,hombre,38,16,superior,La Guajira,2600000,40
6837,mujer,41,20,superior,La Guajira,2050000,40
6838,mujer,54,5,primaria,La Guajira,500000,40
6839,mujer,29,16,superior,La Guajira,300000,20
6840,hombre,23,6,secundaria,La Guajira,600000,48
6841,hombre,28,7,secundaria,La Guajira,600000,60
6842,hombre,46,11,media,La Guajira,800000,56
6843,hombre,56,11,media,La Guajira,600000,50
6844,hombre,23,6,secundaria,La Guajira,300000,56
6845,hombre,28,6,secundaria,La Guajira,400000,50
6846,hombre,29,11,media,La Guajira,400000,48
6847,mujer,57,17,superior,La Guajira,4000000,40
6848,mujer,53,17,superior,La Guajira,4000000,40
6849,hombre,31,11,media,La Guajira,750000,70
6850,mujer,28,13,superior,La Guajira,1300000,70
6851,hombre,20,12,superior,La Guajira,1200000,70
6852,mujer,52,13,superior,La Guajira,800000,40
6853,mujer,53,11,media,La Guajira,260000,70
6854,mujer,56,16,superior,La Guajira,1500000,40
6855,hombre,26,16,superior,La Guajira,1200000,40
6856,mujer,29,16,superior,La Guajira,1500000,40
6857,mujer,54,5,primaria,La Guajira,850000,40
6858,mujer,20,13,superior,La Guajira,1100000,40
6859,hombre,62,19,superior,La Guajira,3800000,40
6860,mujer,53,16,superior,La Guajira,350000,48
6861,mujer,59,9,secundaria,La Guajira,230000,30
6862,mujer,34,11,media,La Guajira,781242,40
6863,mujer,29,11,media,La Guajira,1150000,48
6864,hombre,47,14,superior,La Guajira,3040000,48
6865,hombre,39,16,superior,La Guajira,600000,48
6866,mujer,38,16,superior,La Guajira,2000000,40
6867,hombre,42,11,media,La Guajira,1700000,60
6868,mujer,49,8,secundaria,La Guajira,640000,48
6869,hombre,22,9,secundaria,La Guajira,420000,48
6870,mujer,46,4,primaria,La Guajira,588000,60
6871,hombre,47,5,primaria,La Guajira,900000,56
6872,hombre,53,7,secundaria,La Guajira,850000,72
6873,mujer,31,2,primaria,La Guajira,120000,28
6874,mujer,27,11,superior,La Guajira,450000,42
6875,mujer,46,6,secundaria,La Guajira,480000,36
6876,mujer,18,6,secundaria,La Guajira,500000,48
6877,mujer,42,9,secundaria,La Guajira,710000,48
6878,hombre,40,11,media,La Guajira,600000,48
6879,hombre,30,11,media,La Guajira,870000,84
6880,hombre,43,14,superior,La Guajira,1000000,48
6881,mujer,38,13,superior,La Guajira,300000,14
6882,hombre,62,16,superior,La Guajira,3100000,56
6883,hombre,38,11,media,La Guajira,500000,50
6884,mujer,41,5,primaria,La Guajira,490000,48
6885,mujer,24,11,media,La Guajira,870000,48
6886,hombre,18,4,primaria,La Guajira,600000,70
6887,hombre,28,16,superior,La Guajira,600000,48
6888,mujer,25,8,secundaria,La Guajira,150000,56
6889,hombre,51,2,primaria,La Guajira,600000,60
6890,hombre,51,4,primaria,Magdalena,375000,48
6891,hombre,37,11,media,Magdalena,2000000,48
6892,mujer,31,16,superior,Magdalena,860000,60
6893,mujer,40,3,primaria,Magdalena,1600000,48
6894,hombre,41,11,media,Magdalena,3000000,84
6895,hombre,49,11,media,Magdalena,2000000,48
6896,hombre,39,19,superior,Magdalena,3300000,30
6897,mujer,64,5,primaria,Magdalena,787500,48
6898,mujer,44,13,superior,Magdalena,1400000,60
6899,mujer,42,8,secundaria,Magdalena,200000,12
6900,hombre,20,10,media,Magdalena,300000,12
6901,hombre,33,8,secundaria,Magdalena,800000,40
6902,mujer,31,9,secundaria,Magdalena,900000,60
6903,mujer,32,13,superior,Magdalena,1000000,28
6904,hombre,32,14,superior,Magdalena,1350000,48
6905,hombre,50,11,media,Magdalena,900000,60
6906,mujer,50,11,media,Magdalena,300000,30
6907,hombre,46,8,secundaria,Magdalena,1500000,60
6908,hombre,51,5,primaria,Magdalena,781242,54
6909,hombre,22,12,superior,Magdalena,1200000,54
6910,hombre,19,11,superior,Magdalena,1100000,78
6911,hombre,31,16,superior,Magdalena,800000,60
6912,mujer,29,16,superior,Magdalena,900000,48
6913,mujer,42,17,superior,Magdalena,1987000,48
6914,hombre,53,11,media,Magdalena,1300000,48
6915,hombre,61,5,primaria,Magdalena,30000,48
6916,hombre,49,11,media,Magdalena,1500000,48
6917,hombre,30,11,media,Magdalena,1082000,90
6918,mujer,27,12,superior,Magdalena,864000,48
6919,hombre,38,11,media,Magdalena,1500000,60
6920,mujer,41,16,superior,Magdalena,2500000,28
6921,hombre,45,15,superior,Magdalena,781242,56
6922,mujer,42,7,secundaria,Magdalena,600000,48
6923,hombre,23,11,media,Magdalena,1005242,84
6924,hombre,18,11,media,Magdalena,300000,30
6925,hombre,43,11,media,Magdalena,400000,35
6926,mujer,39,8,secundaria,Magdalena,700000,40
